id;address;coordinate;description;title;category_id;url
196;г. Нижний Новгород, ул. Юлиуса Фучика, д.23 А ;POINT (43.875892 56.233559);Автор мозаики неизвестен. Была создана в 1982 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Плодородие»;10;
233;Нижний Новгород, ул. Котова, 2;POINT (43.830118 56.378864);Общественно-досуговый центр «Надежда» основан в августе 2001 г. и располагается в историческом месте — в поселке Копосово Сормовского района г. Н. Новгорода. В центре действуют 30 кружков и секций, в том числе 10 объединений в филиале ОДЦ «Надежда». Значительную часть деятельности учреждения занимает организация зрелищно-развлекательных программ. Опираясь на авторскую разработку сценариев, эксклюзивный подход к музыкальному материалу, в ОДЦ «Надежда» успешно реализовываются театрализованные программы.;Общественно-досуговый центр «Надежда»;6;
108;Нижегородская область, Дзержинск;POINT (43.543545 56.193396);"Шу́ховская ба́шня на Оке́ — единственная в мире гиперболоидная многосекционная опора линии электропередачи, выполненная в виде несущей сетчатой оболочки. Расположена примерно в 12 км от города Дзержинск на левом берегу Оки, за посёлком Дачный.
<br>Данное сооружение, высота которого составляет 128 м, является одной из двух сохранившихся в России высотных многосекционных гиперболоидных конструкций инженера В. Г. Шухова, вторая — Шуховская телебашня на Шаболовке в Москве. Шуховская башня на Оке построена через семь лет после башни на Шаболовке, признаётся западными специалистами более совершенной и достойной внесения в список Всемирного наследия.&nbsp;<br>";Шуховская башня на Оке;5;
128;Нижний Новгород, площадь Ленина;POINT (43.959556 56.326014);"Памятник авторства скульптора Юрия Нероды и архитекторов Вадима Воронкова и Юрия Воскресенского был открыт 19 апреля 1970 года в ознаменование 100-летия со дня рождения Ленина. Площадь, на которой был установлен памятник, создавалась в том числе и непосредственно жителями города.&nbsp;Это крупнейший памятник Владимиру Ленину в Нижнем Новгороде. Он представляет собой 17-метровую бронзовую скульптуру Ленина на пьедестале из серого гранита. Левую руку фигура Владимира Ильича прижимает к груди, а правой указывает дорогу всем строителям социализм.";Памятник Владимиру Ленину;1;
118;Нижний Новгород, Октябрьская улица, 9Б;POINT (44.00199 56.321791);"Галерея 9Б открылась 16 марта 2018 года в Нижнем Новгороде. Основатели - коллекционеры искусства Георгий Смирнов и Елена Тальянская.
<br>Это уютное двухэтажное пространство в кирпичном здании, построенном в дореволюционную эпоху. Оно расположено в центре, исторической части, неподалеку от главной пешеходной улицы Большая Покровская. Рядом расположен сквер имени Свердлова - одно из главных публичных мест города, где регулярно проводятся фестивали, концерты, кинопоказы, вечеринки, барахолки и художественные события.&nbsp;<br>";Галерея 9Б;7;
69;Нижний Новгород, Сормовский парк культуры и отдыха;POINT (43.856436 56.339257);"Расположен в&nbsp;Сормовском районе. Центральный вход&nbsp;— со&nbsp;стороны&nbsp;ул. Энгельса, где установлен памятник СПК Метеор.
<br>Парк открылся в&nbsp;1935&nbsp;году, и&nbsp;носил название «Парк культуры и&nbsp;отдыха&nbsp;им. А.А. Жданова»
<br>В&nbsp;конце 1970-х гг. был переименован в&nbsp;Сормовский парк культуры и&nbsp;отдыха.
<br>Одна из&nbsp;достопримечательностей Сормовского парка&nbsp;— стела «Славной памяти революционеров-сормовичей», установленная на&nbsp;месте проходивших в&nbsp;начале 20&nbsp;века нелегальных собраний сормовских рабочих (автор А.&nbsp;Елизаров).
<br>Площадь Сормовского парка&nbsp;— 86&nbsp;га.";Сормовский парк;2;
23;Нижний Новгород, Черниговская улица, 4;POINT (43.977315 56.324328);Историческое здание — объект культурного наследия Российской Федерации. Дом А. Л. Барышевой — памятник градостроительства и архитектуры в историческом центре Нижнего Новгорода. Построен в 1837–1839 годах. Автор проекта — первый городской архитектор Нижнего Новгорода Г. И. Кизеветтер.;Дом А.Л. Барышевой;5;
27;Нижний Новгород, Нижегородский район, Крутой переулок, 7;POINT (43.990399 56.325792);"<p>Памятник градостроительства и архитектуры в историческом районе Започаинье (Ильинская слобода) Нижнего Новгорода. Построены в 1676 году. Вместе с церковью Успения Божией Матери составляют архитектурный ансамбль посадской застройки Нижнего Новгорода XVII века.
<br>Историческое здание по адресу Крутой переулок, 7 сегодня — объект культурного наследия Российской Федерации.
<br>В настоящий период палаты имеют два этажа, но изначально над каменной частью был надрублен как минимум ещё один бревенчатый этаж, так как считалось, что жить в толстостенных кирпичных зданиях вредно для здоровья. Исторических данных о деревянной части палат не сохранилось, поэтому во время реставрации её не восстанавливали.&nbsp;&nbsp;<br></p>";Палаты Афанасия Олисова;5;
10;Нижний Новгород, Волжская набережная;POINT (43.946588 56.343853);"<p>Волжская набережная начинается от улицы территории Стрелки — места слияния рек Оки и Волги, продолжается вдоль территории стадиона «Нижний Новгород», микрорайонов «Седьмое небо» и «Мещерское озеро». До 2017 года набережная вплотную подходила к дворовым территориям, имела пешеходную зону и многочисленные спуски к песчаному берегу. В 2017 году Волжская набережная попала в программу благоустройства в рамках подготовки города к Чемпионату мира по футболу в 2018 году.
<br>
<br>После этого территорию переформатировали — появилась четырехполосная проезжая часть, огороженная прогулочная зона с велодорожками, парковочные зоны и новое освещение. В 2017 году набережную продолжили вглубь микрорайона «Мещерское озеро» на улицу Карла Маркса.
<br>
<br>На набережной расположены такие знаковые объекты, как здание Горьковской базы «Главсоль» (сейчас — ресторан «Соляная Биржа»), стадион «Нижний Новгород», ТРЦ «Седьмое небо».&nbsp;<br></p>";Волжская набережная;4;
229;Нижний Новгород, Автозаводский район, микрорайон Северный;POINT (43.875303 56.26264);Парк был заложен в 1998 году на месте пустыря и небольшого озера. Открыли его в июне 2000 года. В народе название этого парка сокращают просто до «777» («Три семерки» или «Семерки»). На территории парка располагаются детский комплекс аттракционов и зона с игровыми элементами, многофункциональная площадка для игры с мячом, скейт-парк и кафе. Детская площадка была обновлена и спроектирована при помощи благотворительного фонда топ-модели Натальи Водяновой. В 2018 году она присутствовала на открытии этой зоны отдыха.;Парк им. 777-летия г. Н.Новгорода;2;
228;Нижний Новгород, ул. Пискунова, 40, корп. 1;POINT (44.01311 56.326386);Небольшой парк площадью чуть больше 2 га находится в самом сердце Нижнего Новгорода. Существующая территория парка — часть архиерейского сада, разбитого в 1706 году при основании Иоанновского монастыря. Еще раньше по территории парка проходил древний земляной вал, остатки которого сохранились на улице Пискунова. На сегодняшний день на территории есть детский городок, спортивная площадка с тренажерами, небольшая сцена-ракушка и ресторан «Джани», оказывающий существенную поддержку парку. Отдельного внимания заслуживает зеленый массив парка, состоящий из могучих деревьев и кустарников. У центрального входа растет огромное дерево вяза, много 100-летних лип и кленов, что свидетельствует о том, что этот парк является одним из старейших в городе.;Детский парк им. Я.М. Свердлова;2;
35;Нижний Новгород, улица Свободы, 1;POINT (43.86993 56.359774);"<p>Музей создан в 1967 году к 50-летию Октябрьской революции по инициативе совета ветеранов, партийного комитета, комитета комсомола и администрации завода. В 2004 году его объединили с заводским музеем подводного судостроения. Музейная экспозиция представлена большим количеством моделей судов и различной продукции завода, а также документами и фотографиями. Особое внимание уделено основателю завода — соучредителю компании Нижегородской машинной фабрики и Волжского буксирного и завозного пароходства — Дмитрию Бенардаки.
<br>
<br>В музее хранятся следующие реликвии — золотые медали престижных всемирных и всероссийских выставок, пять орденов СССР, Знамя Государственного Комитета Обороны СССР.&nbsp;<br></p>";Музей истории завода «Красное Сормово»;7;
41;Нижний Новгород, историческая территория Старый Нижний Новгород;POINT (44.009465 56.332309);У подножья Чкаловской лестницы на берегу Волги на большом гранитном пьедестале расположен небольшой кораблик. Это катер «Герой» — памятник, установленный в честь моряков Волжской военной флотилии. Появился по инициативе ветеранов-речников в канун празднования 40-летнего юбилея Победы в мае 1985 года. Интересна его история. Буксир «Герой» трудился на Волге почти 100 лет. Существуют версии, по которым он участвовал в войнах Гражданской и Великой Отечественной, в том числе в боях с фашистскими захватчиками под Сталинградом. С 1967 года катер-ветеран в качестве музея боевой славы военного флота каждую навигацию отправлялся в рейс по Волге.;Катер Герой;1;
222;Нижний Новгород, ул. Коминтерна, 244;POINT (43.865322 56.35466);Кинотеатр был открыт 1 мая 1955 на центральной улице района. В первые майские дни «Буревестник» посетили около 10 тысяч сормовичей. Сегодня «Буревестник» — клуб с большими возможностями и ярким творческим потенциалом. Клуб, который сохранил лучшие кинематографические традиции и успешно развивает деятельность по проведению культурно-массовых, досуговых мероприятий для всех возрастных и социальных слоев населения. В «Буревестнике» ведут активную концертную и выставочную деятельность 13 творческих коллективов и студий для детей и взрослых.;Кинотеатр «Буревестник»;6;
223;Нижний Новгород, просп. Гагарина, 114;POINT (43.976678 56.269339);Центр культуры и кино «Зарница» основан 3 марта 1951 года в Ворошиловском районе города Горький. После переименования Ворошиловского района в Приокский кинотеатр приобрел название «Ока» и демонстрировал новинки и классику советского кинопроката. Со временем Приокский район развивался и рос, перед учреждениями культуры встала новая задача — обеспечение условий для культурного развития ребёнка вблизи от дома. Кинотеатр «Ока» активно включился в эту работу и преобразовался в детский специализированный кинотеатр «Зарница». Именно под этим названием он приобрел широкую известность. На базе кинотеатра проводились детские кинофестивали, организовывались киноклубы. Традиционно большое внимание уделялось военно-патриотическому и нравственному воспитанию. В 2016 году кинотеатр объединен с библиотечной системой Приокского района и приобрел статус центра культуры и кино с прежним именем «Зарница». Как и в прежние времена, здесь проводятся творческие встречи, выставки, демонстрируются развивающие фильмы и новинки современного, в приоритете русского, кинематографа для всех возрастов, а также организуются дни рождения, мастер-классы, дискотеки и разнообразные культурные активности.;Кинотеатр «Зарница»;6;
224;Нижний Новгород, Большая Покровская ул., 39А;POINT (43.996356 56.318603);"Кинотеатр «Орлёнок» открылся в 1980 году на месте старейшего и популярнейшего нижегородского кинотеатра «Палас», принявшего своих первых зрителей еще в 1912 году. «Орлёнок» расположен на центральной пешеходной улице Нижнего Новгорода Большой Покровской в здании, спроектированном знаменитым русским архитектором Ф. О. Шехтелем. На сегодняшний день кинотеатр специализируется на показе фильмов для детей и молодежи, в том числе по системе образовательных и воспитательных абонементов, а также фильмов направления «арт-хаус» в рамках проекта «НАСТОЯЩЕЕ КИНО» и в рубрике «Специальный показ». В «Орлёнке» также проходят фестивали европейского кино, организованные совместно с Французским культурным центром «Альянс Франсез — Нижний Новгород» и другими культурными представительствами; анимационные фестивали; фестивали короткометражного кино; выставки детского творчества; художественные и фото- выставки.";Кинотеатр «Орленок»;6;
175;г. Нижний Новгород, станция метро «Комсомольская»;POINT (43.889066 56.252239);Автор мозаики — Ким Шихов. Была создана в 1987 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Даёшь Автозавод к 1932 г.»;10;
162;г. Нижний Новгород, ул. Юлиуса Фучика, д.1 ;POINT (43.86832 56.240863);Автор мозаики — Дмитрий Арсенин. Была создана в 1972 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Клуб юных автомобилистов»;10;
204;г. Нижний Новгород, ул. Ванеева, д. 84;POINT (44.034176 56.298822);Автор мозаики — Валентин Любимов. Была создана в 1966 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Покорение неба»;10;
197;г. Нижний Новгород, станция метро «Чкаловская»;POINT (43.937072 56.311309);Автор мозаики — Валентин Любимов. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Панно «Перелёт Чкалова через Северный полюс»;10;
220;Нижний Новгород, улица 50-летия Победы, 25, помещение 1А;POINT (43.882085 56.32434);Музей был основан в 1976 г. как музей боевой и трудовой славы. С 1995 г. назывался «Музей истории и культуры Московского района». С этого времени началась активная выставочная и культурно-просветительская деятельность музея, и он становится одним из значительных культурных центров Нижнего Новгорода. Здесь открыты четыре постоянные экспозиции: этнографический и военный залы музея, выставка работ художника Валерия Бахматова и выставка, посвященная быту людей, живших в 50-е гг. ХХ в. Кроме этого, музей работает как выставочный комплекс, и с октября 2016 г. получает новое название «Музейно-выставочный центр «Микула». В музее проходят выставки живописи и графики, фотографии и декоративно-прикладного искусства, произведений классиков и авангардистов, тематические, персональные, групповые и концептуальные выставки, в рамках которых проводятся литературные вечера, творческие встречи с художниками, презентации, семинары, мастер-классы.;Музейно-выставочный центр «Микула»;7;
234;Нижний Новгород, ул. Дьяконова, 25А;POINT (43.887103 56.265313);Здание было построено в 1958 году в честь 40-летия комсомольской организации и получило назание «Дом культуры Ленинского комсомола». Строительство учреждения позволило организовать культурный досуг населения Северного поселка Автозаводсткого района. Центр продолжает быть любимым местом отдыха жителей. Сейчас здесь действует 14 творческих коллективов для детей и взрослых.;Центр культуры и досуга «Молодёжный»;6;
235;Зайцева улица, 7;POINT (43.801813 56.370786);"Центральная районная детская библиотека им. Н. А. Зайцева. 
Библиотека открылась в 1991 году.
Входит в состав Централизованной библиотечной системы (ЦБС) Сормовского района г. Нижнего Новгорода. 
С 2013 года библиотека успешно функционирует как Центр поддержки детского чтения. Его работа направлена на повышение статуса книги, чтения, библиотеки.
Своим читателям библиотека предлагает:
- фонд качественной литературы;
- книжные выставки, представляющие лучшие произведения для детей и подростков, интересные издательские новинки и книги авторов - лауреатов литературных конкурсов и премий;
- мероприятия, направленные на развитие у детей навыков вдумчивого и творческого чтения,
- встречи с поэтами и писателями,
- консультативную помощь руководителям детского чтения (педагогам, родителям, библиотекарям) по использованию различных приемов и методов приобщения детей к чтению.

В 1998 году в Центральной районной детской библиотеки им. Н.А. Зайцева открылась музейная экспозиция, посвященная жизни и деятельности талантливого инженера-конструктора Н.А. Зайцева, соратника выдающегося конструктора судов на подводных крыльях Р. Е. Алексеева.
Фонд  музейной экспозиции насчитывает более 600 экспонатов, собранных при поддержке сотрудников Центрального конструкторского бюро по судам на подводных крыльях им. Р.Е. Алексеева, родственников Н.А. Зайцева и Р.Е. Алексеева, ветеранов ЦКБ по СПК. 

Для своих посетителей музейная экспозиция предлагает:
- тематические экскурсии по музейной экспозиции;
- книжные выставки, посвященные Н.А. Зайцеву, Р.Е. Алексееву и их соратникам;
- встречи с членами семьи Н.А. Зайцева и Р.Е. Алексеева и ветеранами АО «ЦКБ по СПК им. Р. Е. Алексеева»;
- краеведческие мероприятия, посвященные выдающимся нижегородцам и их деятельности по созданию судов на - подводных крыльях и экранопланов;
- детские творческие конкурсы.

Библиотека является партнером городского проекта «Образовательный судостроительный кластер» (в проекте участвуют ПАО ""Завод ""Красное Сормово"", школы Сормовского района, ЦРДБ им. Н.А.Зайцева, инженерные вузы и техникумы города).";Центральная районная детская библиотека им. Н. А. Зайцева;6;
236;Культуры улица, 111;POINT (43.838947 56.344366);"Библиотека им. П.И. Мельникова-Печерского. Входит в состав Централизованной библиотечной системы (ЦБС) Сормовского района г. Нижнего Новгорода. В 2010 году получила статус Библиотечного краеведческого центра. Обладает одним из лучших в Сормовском районе фондом краеведческой литературы.
История библиотеки началась в 1969 году, когда в доме № 29 по улице Федосеенко, она впервые распахнула свои двери для читателей всех возрастов.
В 1971 году библиотеке было присвоено имя П. И. Мельникова-Печерского. Изучение и продвижение творческого наследия нижегородского писателя стало с этого времени приоритетным направлением работы.
В 1980 году на улице Культуры, 111 построили новое здание, куда библиотека переехала и находится до настоящего времени. 
Если вам не безразлично будущее России, если вы хотите лучше узнать историю нашей страны - приходите в эту библиотеку и начните изучение родного края.
Здесь вы можете:
- найти уникальные сведения и материалы о Сормовском районе и Нижнем Новгороде;
- встретиться с интересными людьми - нижегородскими поэтами, писателями, историками и краеведами;
- познакомиться с выдающимися земляками в краеведческой студии ""Нижегородские параллели"";
- стать участником различных краеведческих акций и конкурсов;
- внести свой вклад в создание музейно-выставочной экспозиции ""Картинки Нижегородского быта XIX века"".";Библиотека им. П.И. Мельникова-Печерского;6;
237;ул. Дьяконова, 25;POINT (43.885603 56.264437);"В библиотеке богатый фонд краеведческой литературы. Сотрудники выпускают собственные разработки в виде тематических папок, дайджестов, буклетов по истории, искусству, литературе, экологии нижегородского края и своего района.

Для читателей открыт абонемент для взрослых, абонемент для детей, справочно-информационный зал, сектор краеведения, литературно-игровой зал.";Библиотека им. Ю. А. Адрианова;6;
238;ул. Мончегорская, 11а, корпус 3;POINT (43.830734 56.231708);"Граней изобразительного искусства немало. Одна из них – фотография. И на Автозаводе есть библиотека, которая держит в фокусе внимания этот вид творчества. Двери большого зала библиотеки им. Макаренко всегда открыты. Здесь можно познакомиться не только с фотовыставками из Русского музея фотографии, но и с авторами выставленных работ, узнать об истории создания снимков, побывать на  встречах с известными фотохудожниками нашего города.

Работает взрослый абонемент, детский абонемент, хобби-клуб, выставочный центр ""Объектив"" и литературно-игровой зал.";Библиотека им. А. С. Макаренко;6;
239;Движенцев, 7;POINT (43.849689 56.290584);"В 1958 году на основании Распоряжения №289 от 24.06.1958 в поселке Сортировочный была открыта музыкальная школа № 13 с контингентом учащихся 60 человек. Приказом №102 Горьковского Управления культуры от 30.06.1958 директором школы был назначен Лев Израилевич Долинский. Музыкальная школа располагалась в жилом доме по ул. Таллиннской и занимала площадь двух квартир на 1 этаже. 
Уже за первые годы существования школа приобрела большую популярность. Число желающих учиться музыке росло, но недостаток учебных помещений не позволял увеличивать число обучающихся.
В 1967 году перед руководством школы остро встал вопрос о расширении помещения школы. И в 1968 году школа получила в свое распоряжение еще две освободившиеся квартиры и стала занимать весь первый этаж жилого дома. Это позволило увеличить контингент учащихся, штат преподавателей и расширить учебный план.
В 1981 году школа переехала в новое здание, пристроенное к общеобразовательной школе № 75, с 22-мя классными комнатами, просторным залом, подсобными помещениями. Было приобретено большое количество музыкальных инструментов, мебели, появилась возможность расширить существовавшие отделения и открыть новые. С годами росло и техническое оснащение школы: аудио и видеотехника, фонотека, видеотека широко используется преподавателями в работе с детьми.
За 65 лет своего существования школа выпустила более двух тысяч учащихся. Многие из них стали музыкантами-профессионалами, окончив музыкальное училище, консерваторию или музыкально-педагогический институт. Некоторые из них работали и работают в нашей школе.
МБУ ДО ""ДМШ № 13"" осуществляет образовательную деятельность по двум видам дополнительных общеобразовательных программ: предпрофессиональным программам и общеразвивающим программам (фортепиано, скрипка, народные инструменты, духовые инструменты, хоровое пение, вокал эстрадный, вокал народный).
 В условиях значительного отдаления микрорайона от культурных очагов города музыкальная школа, наряду с ДК железнодорожников, стала центром эстетического воспитания детей. Обучение способствует развитию творческих способностей детей и взрослых, формированию культуры здорового и безопасного образа жизни, укреплению здоровья, обеспечивает их адаптацию к жизни в обществе, профессиональную ориентацию.";"МБУ ДО ""ДМШ № 13""";6;
240;ул. Прыгунова, 9;POINT (43.860989 56.233244);"Для самых маленьких читателей открыта сенсорная комната, песочная анимация и ежедневные занятия с малышами в рамках цикла «Библионяня».  

На площадке библиотеки открыта выставка, посвященная Виталию Бианки — настоящая музейная комната с разнообразными экспонатами.

Клубы и объединения в библиотеке:
Родительский клуб «Мы – родители» для родителей
Объединение по интересам «Заряд мудрости» для пенсионеров
Объединение по интересам «Чтение плюс общение» для подростков
Объединение по интересам «Читаем новое!» для детей 7-11 лет
Творческая мастерская «Читаем.Думаем.Творим» для детей 7-12 лет
Школа ЭКОагентов для детей 8-12 лет
Мастерская «Зелёного чтения» для детей 7-9 лет";Детская библиотека им. В. В. Бианки;6;
241;Куйбышева улица, 13;POINT (43.912912 56.327605);"Библиотека основана в 1964 году.
Ведущая тема – нравственное воспитание.
В библиотеке создан иллюстративный музей Героя Советского Союза Евгения Никонова.
Структура библиотеки: абонемент, читальный зал, комната сказок.
Дополнительные услуги для читателей: ксерокопирование, сканирование, распечатка с электронных носителей.";Детская библиотека — филиал №6 им. Е.А. Никонова;6;
262;Березовская улица, 96А;POINT (43.872317 56.329232);"Библиотека основана в 1937 году.
Основные направления деятельности библиотеки:
— программа «Пушкиниана», в библиотеке создана Пушкинская гостиная
 — Авторская программа заведующей отделом обслуживания Н.И. Зотовой «Не замути родник здоровья» по предотвращению наркомании и девиантного поведения. В рамках Авторской программы реализуется проект «Преодоление»
— правовое просвещение
 Ежегодно 6 июня в библиотеке и на площадке перед библиотекой проводится ПУШКИНСКИЙ ПРАЗДНИК.
Дополнительные услуги для читателей: ксерокопирование, сканирование, поиск информации в сети Интернет, распечатка с дисков, флеш-носителей, ламинирование, подготовка и проведение электронных презентаций с использованием мультимедийного проектора, брошюрование, поиск законодательной информации в системе КонсультантПлюс, поиск информации в электронном каталоге и электронной картотеке статей, оформление учебных работ и других документов, набор текста.";Центральная районная библиотека им. А. С. Пушкина;6;
242;Родионова, 199, к.2;POINT (44.07901 56.300814);Центральная районная библиотека им. В.Г. Короленко — одна из старейших библиотек Нижнего Новгорода. Ее история начинается в конце XIX века. С 1921 года библиотека носит имя писателя и гуманиста В.Г. Короленко. Современное и уютное книжное пространство — по адресу улица Родионова, 199, к.2 в Нижегородском районе — является постоянной точкой притяжения для нижегородцев всех возрастов. В просторных залах постоянно организуются конференции, фестивали, праздничные программы, встречи с интересными людьми, театрализованные представления и мастер-классы. Для проведения любого event-события библиотека располагает всем необходимым: аудио- и видеооборудование, 3D-принтер, голографические проекторы и многое другое. Выход организации за рамки традиционной библиотечной деятельности стал возможен благодаря реализации нескольких грантовых проектов, которые учитывали особенности территории, потребности целевой аудитории, социальные и культурные факторы. Вместе с нашими читателями и партнерами мы постоянно ищем культурные коды прошлого, настоящего и будущего.;"МКУК ""Централизованная библиотечная система"" Нижегородского района г. Н. Новгорода";6;
243;проспект Героев, 2;POINT (43.8965 56.31589);"Библиотека основана в 1952 году.
Все годы своего существования библиотека им. Н.Ф. Гастелло находится на проспекте Героев (ранее ул. Н.Гастелло), на первом этаже трехэтажного дома.
Раньше библиотека называлась «Детская библиотека №2 Сталинского района».
Библиотека им. Н.Ф. Гастелло — уютная, нарядная и красивая — центр притяжения детей с окрестных улиц. Коллектив библиотеки активно привлекает детей к участию в подготовке и проведении библиотечных мероприятий.
Особенно плодотворно сотрудничество библиотеки с педагогическим коллективом и учащимися школы №64, ни одна проводимая библиотекой акция не проходит без их участия. Сотрудники же библиотеки — самые активные участники жизни ЦБС. Без них не обходятся ни межрайонные, ни городские, ни областные мероприятия.
Структура библиотеки: младший абонемент, старший абонемент, читальный зал.
Дополнительные услуги для читателей: ксерокопирование, распечатка с электронных носителей.";Детская библиотека — филиал №5 им. Н.Ф. Гастелло;6;
